time_stats.moe_gating_linear.min,time_stats.moe_gating_linear.max,time_stats.moe_gating_linear.mean,time_stats.moe_gating_linear.median,time_stats.moe_gating_linear.std,time_stats.moe_gating_linear.count,time_stats.moe_gating_routing_topk.min,time_stats.moe_gating_routing_topk.max,time_stats.moe_gating_routing_topk.mean,time_stats.moe_gating_routing_topk.median,time_stats.moe_gating_routing_topk.std,time_stats.moe_gating_routing_topk.count,time_stats.moe_shuffling.min,time_stats.moe_shuffling.max,time_stats.moe_shuffling.mean,time_stats.moe_shuffling.median,time_stats.moe_shuffling.std,time_stats.moe_shuffling.count,time_stats.moe_grouped_gemm.min,time_stats.moe_grouped_gemm.max,time_stats.moe_grouped_gemm.mean,time_stats.moe_grouped_gemm.median,time_stats.moe_grouped_gemm.std,num_tokens,num_experts,num_experts_per_device,expert_parallel_size,routing_runtime_path,routing_assignment_policy,routing_weight_policy,routing_uses_router_logits,gating_runtime_context,gating_runtime_context_impl,router_topk,hidden_dim,expert_hidden_dim,use_gated,num_tensor_parallel_workers,total_routed_tokens,model_expansion_ratio,tokens_per_expert_avg,tokens_to_experts_ratio,expert_utilization,min_load_ratio,load_imbalance_cv,max_load_ratio,load_entropy,load_gini_coefficient,load_distribution,seed,moe_grouped_gemm_backend,measurement_type,profiling_precision,model_arch,model_architecture_profile,quant_signature
0.028680000454187393,0.10920000076293945,0.04245615024119616,0.035400500521063805,0.019568947268692488,20,0.01095999963581562,0.0258799996227026,0.016871999949216843,0.014740000013262033,0.0040370801713958265,20,0.10187999904155731,0.11320000141859055,0.1049723993986845,0.10432050004601479,0.00259018343788218,20,0.956803023815155,1.0905239582061768,1.009823203086853,0.9958829879760742,0.043124906718730927,4096,128,128,1,standard_fused_topk,logit_topk,softmax_renorm,True,standalone_legacy,none,8,2048,768,True,1,32768,0.375,256.0,256.0,1.0,0.14453125,3.088796985659429,12.9921875,4.440341146461893,0.7613563537597656,extremely_skewed,1,vllm_fused,CUDA_EVENT,BF16,generic,generic,none
0.024320000782608986,0.09944000095129013,0.038808149937540296,0.03156000003218651,0.01883481459741897,20,0.010280000045895576,0.03539999946951866,0.01610404998064041,0.014120000414550304,0.0060291568766723405,20,0.09536100178956985,0.10840100049972534,0.09895434975624084,0.09840049967169762,0.0029273048784462965,20,0.9214829802513123,1.0510029792785645,0.9615250825881958,0.9458829760551453,0.038383565843105316,3840,128,128,1,standard_fused_topk,logit_topk,softmax_renorm,True,standalone_legacy,none,8,2048,768,True,1,30720,0.375,240.0,240.0,1.0,0.13333333333333333,3.066804213825444,12.904166666666667,4.471580955637301,0.7578104654947917,extremely_skewed,0,vllm_fused,CUDA_EVENT,BF16,generic,generic,none
0.03012000024318695,0.13280099630355835,0.04955615010112524,0.03641999885439873,0.03041459597212232,20,0.01128000020980835,0.04032000154256821,0.018293999973684548,0.01583999954164028,0.006654505824299765,20,0.047520000487565994,0.07088000327348709,0.05062210019677878,0.049060000106692314,0.004953864952711977,20,1.0259230136871338,1.1586040258407593,1.0753635168075562,1.043323040008545,0.04920254647731781,4096,128,128,1,standard_fused_topk,logit_topk,softmax_renorm,True,standalone_legacy,none,8,2048,768,True,1,32768,0.375,256.0,256.0,1.0,0.87890625,0.05653318541225539,1.12890625,6.997682113370955,0.03207683563232422,uniform,2,vllm_fused,CUDA_EVENT,BF16,generic,generic,none
0.03003999963402748,0.12588100135326385,0.04526210008189082,0.03349999897181988,0.027636898944232567,20,0.011239999905228615,0.05944100022315979,0.018386099953204393,0.01536000007763505,0.010417219482126212,20,0.04335999861359596,0.06391999870538712,0.047258149832487106,0.045779999345541,0.004203914266919632,20,0.9598829746246338,1.1398839950561523,1.0110352039337158,0.9933229684829712,0.05788160860538483,3840,128,128,1,standard_fused_topk,logit_topk,softmax_renorm,True,standalone_legacy,none,8,2048,768,True,1,30720,0.375,240.0,240.0,1.0,0.8208333333333333,0.05985505858483846,1.1958333333333333,6.997409615467366,0.033367919921875044,uniform,1,vllm_fused,CUDA_EVENT,BF16,generic,generic,none
0.027960000559687614,0.10824000090360641,0.04113209983333945,0.033800000324845314,0.019809542685001236,20,0.01375999953597784,0.03220000118017197,0.017158000031486154,0.01604000013321638,0.004020915094377768,20,0.044199999421834946,0.053599998354911804,0.04906609989702702,0.04927999898791313,0.00208927130136983,20,0.9164429903030396,1.0526429414749146,0.9644991755485535,0.9413229823112488,0.04454346373677254,3584,128,128,1,standard_fused_topk,logit_topk,softmax_renorm,True,standalone_legacy,none,8,2048,768,True,1,28672,0.375,224.0,224.0,0.9921875,0.0,0.3636419511694859,1.5848214285714286,6.8871065890374386,0.2052263532366072,skewed,2,vllm_fused,CUDA_EVENT,BF16,generic,generic,none
0.03203999996185303,0.1246810033917427,0.047024150006473066,0.03358050063252449,0.03087830573231064,20,0.01360000018030405,0.04888099804520607,0.020160099817439915,0.016339999623596668,0.010037164638701615,20,0.041999999433755875,0.06307999789714813,0.04521804954856634,0.04399999976158142,0.00438661786577174,20,0.908282995223999,1.068284034729004,0.9588431119918823,0.9393630027770996,0.050458572804927826,3584,128,128,1,standard_fused_topk,logit_topk,softmax_renorm,True,standalone_legacy,none,8,2048,768,True,1,28672,0.375,224.0,224.0,1.0,0.8571428571428571,0.06219532723021046,1.1383928571428572,6.997193524893202,0.03537641252790169,uniform,0,vllm_fused,CUDA_EVENT,BF16,generic,generic,none
0.031599998474121094,0.097120001912117,0.04229004997760057,0.03325999900698662,0.02129298734606084,20,0.010759999975562096,0.028119999915361404,0.016602100012823938,0.01561999972909689,0.003977173333389834,20,0.04332000017166138,0.05036100000143051,0.04636005014181137,0.04626000113785267,0.0016844465851538605,20,0.8652030229568481,0.9755629897117615,0.9063069224357605,0.8900830149650574,0.03611676022410393,3328,128,128,1,standard_fused_topk,logit_topk,softmax_renorm,True,standalone_legacy,none,8,2048,768,True,1,26624,0.375,208.0,208.0,0.9921875,0.0,0.3647044410889961,1.6201923076923077,6.886034569558513,0.20567732590895438,skewed,1,vllm_fused,CUDA_EVENT,BF16,generic,generic,none
0.030559999868273735,0.091559998691082,0.040574099868535995,0.0318400003015995,0.018834940164240394,20,0.010599999688565731,0.032839998602867126,0.016279999818652868,0.014620000030845404,0.005245737014786266,20,0.040720999240875244,0.0522800013422966,0.0441721998155117,0.04383999854326248,0.0022234345593151665,20,0.8111230134963989,0.9068830013275146,0.8496928215026855,0.8361619710922241,0.030810603871941566,3072,128,128,1,standard_fused_topk,logit_topk,softmax_renorm,True,standalone_legacy,none,8,2048,768,True,1,24576,0.375,192.0,192.0,0.9921875,0.0,0.3638938560502735,1.5729166666666667,6.8874091305302745,0.20583470662434888,skewed,0,vllm_fused,CUDA_EVENT,BF16,generic,generic,none
0.03223999962210655,0.15940099954605103,0.05335615016520023,0.03505999967455864,0.037035284961747086,20,0.010479999706149101,0.052000001072883606,0.02047805008478463,0.017140000127255917,0.009326366402404933,20,0.09036000072956085,0.09883999824523926,0.0927400004118681,0.09242000058293343,0.0017424345704599514,20,0.8839619755744934,1.0327630043029785,0.9310890436172485,0.9043629765510559,0.04814158007502556,3584,128,128,1,standard_fused_topk,logit_topk,softmax_renorm,True,standalone_legacy,none,8,2048,768,True,1,28672,0.375,224.0,224.0,1.0,0.125,3.1287592483748723,13.169642857142858,4.38192534339553,0.7704124450683594,extremely_skewed,2,vllm_fused,CUDA_EVENT,BF16,generic,generic,none
0.024160999804735184,0.13488000631332397,0.040578100271523,0.03389999829232693,0.022816977452014615,20,0.01363999955356121,0.03223999962210655,0.016623999970033766,0.015420000068843365,0.004101734202339513,20,0.09960000216960907,0.11563999950885773,0.10263429991900921,0.10158000141382217,0.0032584326467016496,20,0.9580820202827454,1.100803017616272,1.006550669670105,0.9910020232200623,0.044955842196941376,4096,128,128,1,standard_fused_topk,logit_topk,softmax_renorm,True,standalone_legacy,none,8,2048,768,True,1,32768,0.375,256.0,256.0,1.0,0.140625,3.063473021408238,12.89453125,4.476768281581263,0.7560296058654785,extremely_skewed,0,vllm_fused,CUDA_EVENT,BF16,generic,generic,none
