time_stats.moe_gating_linear.min,time_stats.moe_gating_linear.max,time_stats.moe_gating_linear.mean,time_stats.moe_gating_linear.median,time_stats.moe_gating_linear.std,time_stats.moe_gating_linear.count,time_stats.moe_gating_routing_topk.min,time_stats.moe_gating_routing_topk.max,time_stats.moe_gating_routing_topk.mean,time_stats.moe_gating_routing_topk.median,time_stats.moe_gating_routing_topk.std,time_stats.moe_gating_routing_topk.count,time_stats.moe_shuffling.min,time_stats.moe_shuffling.max,time_stats.moe_shuffling.mean,time_stats.moe_shuffling.median,time_stats.moe_shuffling.std,time_stats.moe_shuffling.count,time_stats.moe_grouped_gemm.min,time_stats.moe_grouped_gemm.max,time_stats.moe_grouped_gemm.mean,time_stats.moe_grouped_gemm.median,time_stats.moe_grouped_gemm.std,time_stats.moe_grouped_gemm.count,num_tokens,num_experts,num_experts_per_device,expert_parallel_size,routing_runtime_path,routing_assignment_policy,routing_weight_policy,routing_uses_router_logits,gating_runtime_context,gating_runtime_context_impl,router_topk,hidden_dim,expert_hidden_dim,use_gated,num_tensor_parallel_workers,total_routed_tokens,model_expansion_ratio,tokens_per_expert_avg,tokens_to_experts_ratio,expert_utilization,min_load_ratio,load_imbalance_cv,max_load_ratio,load_entropy,load_gini_coefficient,load_distribution,seed,moe_grouped_gemm_backend,measurement_type,profiling_precision,model_arch,model_architecture_profile,quant_signature
0.006799,0.006799,0.006799,0.006799,0.0,1,0.0633259999999999,0.0633259999999999,0.0633259999999999,0.0633259999999999,0.0,1,0.009118,0.009118,0.009118,0.009118,0.0,1,0.193357,0.205796,0.1977647,0.1969365,0.0031777723345135,20,32,128,128,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,standalone_legacy,none,8,2048,768,True,1,256,0.375,2.0,2.0,0.8671875,0.0,0.673145600891813,3.0,6.611033548154109,0.373291015625,uniform,0,vllm_fused,KERNEL_ONLY,BF16,generic,generic,none
0.005639,0.005639,0.005639,0.005639,0.0,1,0.0613249999999999,0.0613249999999999,0.0613249999999999,0.0613249999999999,0.0,1,0.008438,0.008438,0.008438,0.008438,0.0,1,0.190197,0.198316,0.1941307,0.1940365,0.0022528676414738,20,32,128,128,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,standalone_legacy,none,8,2048,768,True,1,256,0.375,2.0,2.0,0.84375,0.0,0.7207851621669248,3.0,6.5589047280680814,0.39886474609375,uniform,1,vllm_fused,KERNEL_ONLY,BF16,generic,generic,none
0.005679,0.005679,0.005679,0.005679,0.0,1,0.0608059999999999,0.0608059999999999,0.0608059999999999,0.0608059999999999,0.0,1,0.008398,0.008398,0.008398,0.008398,0.0,1,0.192917,0.201836,0.19630075,0.196237,0.0019444773558722,20,32,128,128,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,standalone_legacy,none,8,2048,768,True,1,256,0.375,2.0,2.0,0.8671875,0.0,0.6931585316505886,3.5,6.60801150168535,0.37054443359375,uniform,2,vllm_fused,KERNEL_ONLY,BF16,generic,generic,none
0.005519,0.005519,0.005519,0.005519,0.0,1,0.0607249999999999,0.0607249999999999,0.0607249999999999,0.0607249999999999,0.0,1,0.008558,0.008558,0.008558,0.008558,0.0,1,0.190637,0.203997,0.1963127499999999,0.1953565,0.0034951163339007,20,31,128,128,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,standalone_legacy,none,8,2048,768,True,1,248,0.375,1.9375,1.9375,0.859375,0.0,0.6820120810279346,3.096774193548387,6.598428432543006,0.3777091733870967,uniform,0,vllm_fused,KERNEL_ONLY,BF16,generic,generic,none
0.005479,0.005479,0.005479,0.005479,0.0,1,0.0604459999999999,0.0604459999999999,0.0604459999999999,0.0604459999999999,0.0,1,0.008398,0.008398,0.008398,0.008398,0.0,1,0.190397,0.201357,0.19409075,0.193537,0.0026420248271922,20,31,128,128,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,standalone_legacy,none,8,2048,768,True,1,248,0.375,1.9375,1.9375,0.84375,0.0,0.7176966277834512,3.096774193548387,6.561411574015607,0.3971144153225807,uniform,1,vllm_fused,KERNEL_ONLY,BF16,generic,generic,none
0.005519,0.005519,0.005519,0.005519,0.0,1,0.0619249999999999,0.0619249999999999,0.0619249999999999,0.0619249999999999,0.0,1,0.008438,0.008438,0.008438,0.008438,0.0,1,0.190717,0.198477,0.1937568,0.1932565,0.0021112176960228,20,31,128,128,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,standalone_legacy,none,8,2048,768,True,1,248,0.375,1.9375,1.9375,0.8515625,0.0,0.7000817552971196,3.612903225806452,6.590457011551798,0.3758190524193547,uniform,2,vllm_fused,KERNEL_ONLY,BF16,generic,generic,none
0.005599,0.005599,0.005599,0.005599,0.0,1,0.061006,0.061006,0.061006,0.061006,0.0,1,0.008358,0.008358,0.008358,0.008358,0.0,1,0.190317,0.198477,0.19319475,0.1924565,0.0022444070904138,20,30,128,128,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,standalone_legacy,none,8,2048,768,True,1,240,0.375,1.875,1.875,0.84375,0.0,0.7055336829505575,3.2,6.570554517716213,0.3899088541666666,uniform,0,vllm_fused,KERNEL_ONLY,BF16,generic,generic,none
0.005639,0.005639,0.005639,0.005639,0.0,1,0.059686,0.059686,0.059686,0.059686,0.0,1,0.008358,0.008358,0.008358,0.008358,0.0,1,0.1889169999999999,0.200317,0.1934167499999999,0.192717,0.0033867037348283,20,30,128,128,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,standalone_legacy,none,8,2048,768,True,1,240,0.375,1.875,1.875,0.8359375,0.0,0.7118052168020874,2.6666666666666665,6.560449128459913,0.3942708333333333,uniform,1,vllm_fused,KERNEL_ONLY,BF16,generic,generic,none
0.005559,0.005559,0.005559,0.005559,0.0,1,0.0599259999999999,0.0599259999999999,0.0599259999999999,0.0599259999999999,0.0,1,0.008318,0.008318,0.008318,0.008318,0.0,1,0.1852359999999999,0.194317,0.18920475,0.188317,0.0023531545184071,20,30,128,128,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,standalone_legacy,none,8,2048,768,True,1,240,0.375,1.875,1.875,0.828125,0.0,0.7149203529842405,3.2,6.558135976150212,0.3889973958333332,uniform,2,vllm_fused,KERNEL_ONLY,BF16,generic,generic,none
0.005479,0.005479,0.005479,0.005479,0.0,1,0.0609259999999999,0.0609259999999999,0.0609259999999999,0.0609259999999999,0.0,1,0.008318,0.008318,0.008318,0.008318,0.0,1,0.184596,0.191716,0.18711475,0.186277,0.0019958975894318,20,29,128,128,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,standalone_legacy,none,8,2048,768,True,1,232,0.375,1.8125,1.8125,0.8203125,0.0,0.7355423795759153,3.310344827586207,6.530542326254615,0.40625,uniform,0,vllm_fused,KERNEL_ONLY,BF16,generic,generic,none
