,rank,num_workers,size,collective,devices_per_node,max_devices_per_node,profiling_precision
176,0,8,2621440,all_reduce,8,8,BF16
177,0,8,2654208,all_reduce,8,8,BF16
178,0,8,2686976,all_reduce,8,8,BF16
179,0,8,2719744,all_reduce,8,8,BF16
180,0,8,2752512,all_reduce,8,8,BF16
181,0,8,2785280,all_reduce,8,8,BF16
182,0,8,2818048,all_reduce,8,8,BF16
183,0,8,2850816,all_reduce,8,8,BF16
184,0,8,2883584,all_reduce,8,8,BF16
185,0,8,2916352,all_reduce,8,8,BF16
186,0,8,2949120,all_reduce,8,8,BF16
187,0,8,2981888,all_reduce,8,8,BF16
188,0,8,3014656,all_reduce,8,8,BF16
189,0,8,3047424,all_reduce,8,8,BF16
190,0,8,3080192,all_reduce,8,8,BF16
191,0,8,3112960,all_reduce,8,8,BF16
192,0,8,3145728,all_reduce,8,8,BF16
193,0,8,3178496,all_reduce,8,8,BF16
194,0,8,3211264,all_reduce,8,8,BF16
195,0,8,3244032,all_reduce,8,8,BF16
196,0,8,3276800,all_reduce,8,8,BF16
197,0,8,3309568,all_reduce,8,8,BF16
198,0,8,3342336,all_reduce,8,8,BF16
199,0,8,3375104,all_reduce,8,8,BF16
200,0,8,3407872,all_reduce,8,8,BF16
201,0,8,3440640,all_reduce,8,8,BF16
202,0,8,3473408,all_reduce,8,8,BF16
203,0,8,3506176,all_reduce,8,8,BF16
204,0,8,3538944,all_reduce,8,8,BF16
205,0,8,3571712,all_reduce,8,8,BF16
206,0,8,3604480,all_reduce,8,8,BF16
207,0,8,3637248,all_reduce,8,8,BF16
208,0,8,3670016,all_reduce,8,8,BF16
209,0,8,3702784,all_reduce,8,8,BF16
210,0,8,3735552,all_reduce,8,8,BF16
211,0,8,3768320,all_reduce,8,8,BF16
212,0,8,3801088,all_reduce,8,8,BF16
213,0,8,3833856,all_reduce,8,8,BF16
214,0,8,3866624,all_reduce,8,8,BF16
215,0,8,3899392,all_reduce,8,8,BF16
216,0,8,3932160,all_reduce,8,8,BF16
217,0,8,3964928,all_reduce,8,8,BF16
218,0,8,3997696,all_reduce,8,8,BF16
219,0,8,4030464,all_reduce,8,8,BF16
220,0,8,4063232,all_reduce,8,8,BF16
221,0,8,4096000,all_reduce,8,8,BF16
222,0,8,4128768,all_reduce,8,8,BF16
223,0,8,4161536,all_reduce,8,8,BF16
224,0,8,4194304,all_reduce,8,8,BF16
225,0,8,4227072,all_reduce,8,8,BF16
226,0,8,4259840,all_reduce,8,8,BF16
227,0,8,4292608,all_reduce,8,8,BF16
228,0,8,4325376,all_reduce,8,8,BF16
229,0,8,4358144,all_reduce,8,8,BF16
230,0,8,4390912,all_reduce,8,8,BF16
231,0,8,4423680,all_reduce,8,8,BF16
232,0,8,4456448,all_reduce,8,8,BF16
233,0,8,4489216,all_reduce,8,8,BF16
234,0,8,4521984,all_reduce,8,8,BF16
235,0,8,4554752,all_reduce,8,8,BF16
236,0,8,4587520,all_reduce,8,8,BF16
237,0,8,4620288,all_reduce,8,8,BF16
238,0,8,4653056,all_reduce,8,8,BF16
239,0,8,4685824,all_reduce,8,8,BF16
240,0,8,4718592,all_reduce,8,8,BF16
241,0,8,4751360,all_reduce,8,8,BF16
242,0,8,4784128,all_reduce,8,8,BF16
243,0,8,4816896,all_reduce,8,8,BF16
244,0,8,4849664,all_reduce,8,8,BF16
245,0,8,4882432,all_reduce,8,8,BF16
246,0,8,4915200,all_reduce,8,8,BF16
247,0,8,4947968,all_reduce,8,8,BF16
248,0,8,4980736,all_reduce,8,8,BF16
249,0,8,5013504,all_reduce,8,8,BF16
250,0,8,5046272,all_reduce,8,8,BF16
251,0,8,5079040,all_reduce,8,8,BF16
252,0,8,5111808,all_reduce,8,8,BF16
253,0,8,5144576,all_reduce,8,8,BF16
254,0,8,5177344,all_reduce,8,8,BF16
255,0,8,5210112,all_reduce,8,8,BF16
256,0,8,5242880,all_reduce,8,8,BF16
257,0,8,5275648,all_reduce,8,8,BF16
258,0,8,5308416,all_reduce,8,8,BF16
259,0,8,5341184,all_reduce,8,8,BF16
260,0,8,5373952,all_reduce,8,8,BF16
261,0,8,5406720,all_reduce,8,8,BF16
262,0,8,5439488,all_reduce,8,8,BF16
263,0,8,5472256,all_reduce,8,8,BF16
264,0,8,5505024,all_reduce,8,8,BF16
265,0,8,5537792,all_reduce,8,8,BF16
266,0,8,5570560,all_reduce,8,8,BF16
267,0,8,5603328,all_reduce,8,8,BF16
268,0,8,5636096,all_reduce,8,8,BF16
269,0,8,5668864,all_reduce,8,8,BF16
270,0,8,5701632,all_reduce,8,8,BF16
271,0,8,5734400,all_reduce,8,8,BF16
272,0,8,5767168,all_reduce,8,8,BF16
273,0,8,5799936,all_reduce,8,8,BF16
274,0,8,5832704,all_reduce,8,8,BF16
275,0,8,5865472,all_reduce,8,8,BF16
276,0,8,5898240,all_reduce,8,8,BF16
277,0,8,5931008,all_reduce,8,8,BF16
278,0,8,5963776,all_reduce,8,8,BF16
279,0,8,5996544,all_reduce,8,8,BF16
280,0,8,6029312,all_reduce,8,8,BF16
281,0,8,6062080,all_reduce,8,8,BF16
282,0,8,6094848,all_reduce,8,8,BF16
283,0,8,6127616,all_reduce,8,8,BF16
284,0,8,6160384,all_reduce,8,8,BF16
285,0,8,6193152,all_reduce,8,8,BF16
286,0,8,6225920,all_reduce,8,8,BF16
287,0,8,6258688,all_reduce,8,8,BF16
288,0,8,6291456,all_reduce,8,8,BF16
289,0,8,6324224,all_reduce,8,8,BF16
290,0,8,6356992,all_reduce,8,8,BF16
291,0,8,6389760,all_reduce,8,8,BF16
292,0,8,6422528,all_reduce,8,8,BF16
293,0,8,6455296,all_reduce,8,8,BF16
294,0,8,6488064,all_reduce,8,8,BF16
295,0,8,6520832,all_reduce,8,8,BF16
296,0,8,6553600,all_reduce,8,8,BF16
297,0,8,6586368,all_reduce,8,8,BF16
298,0,8,6619136,all_reduce,8,8,BF16
299,0,8,6651904,all_reduce,8,8,BF16
300,0,8,6684672,all_reduce,8,8,BF16
301,0,8,6717440,all_reduce,8,8,BF16
302,0,8,6750208,all_reduce,8,8,BF16
303,0,8,6782976,all_reduce,8,8,BF16
304,0,8,6815744,all_reduce,8,8,BF16
305,0,8,6848512,all_reduce,8,8,BF16
306,0,8,6881280,all_reduce,8,8,BF16
307,0,8,6914048,all_reduce,8,8,BF16
308,0,8,6946816,all_reduce,8,8,BF16
309,0,8,6979584,all_reduce,8,8,BF16
310,0,8,7012352,all_reduce,8,8,BF16
311,0,8,7045120,all_reduce,8,8,BF16
312,0,8,7077888,all_reduce,8,8,BF16
313,0,8,7110656,all_reduce,8,8,BF16
314,0,8,7143424,all_reduce,8,8,BF16
315,0,8,7176192,all_reduce,8,8,BF16
316,0,8,7208960,all_reduce,8,8,BF16
317,0,8,7241728,all_reduce,8,8,BF16
318,0,8,7274496,all_reduce,8,8,BF16
319,0,8,7307264,all_reduce,8,8,BF16
320,0,8,7340032,all_reduce,8,8,BF16
321,0,8,7372800,all_reduce,8,8,BF16
322,0,8,7405568,all_reduce,8,8,BF16
323,0,8,7438336,all_reduce,8,8,BF16
324,0,8,7471104,all_reduce,8,8,BF16
325,0,8,7503872,all_reduce,8,8,BF16
326,0,8,7536640,all_reduce,8,8,BF16
327,0,8,7569408,all_reduce,8,8,BF16
328,0,8,7602176,all_reduce,8,8,BF16
329,0,8,7634944,all_reduce,8,8,BF16
330,0,8,7667712,all_reduce,8,8,BF16
331,0,8,7700480,all_reduce,8,8,BF16
332,0,8,7733248,all_reduce,8,8,BF16
333,0,8,7766016,all_reduce,8,8,BF16
334,0,8,7798784,all_reduce,8,8,BF16
335,0,8,7831552,all_reduce,8,8,BF16
336,0,8,7864320,all_reduce,8,8,BF16
337,0,8,7897088,all_reduce,8,8,BF16
338,0,8,7929856,all_reduce,8,8,BF16
339,0,8,7962624,all_reduce,8,8,BF16
340,0,8,7995392,all_reduce,8,8,BF16
341,0,8,8028160,all_reduce,8,8,BF16
342,0,8,8060928,all_reduce,8,8,BF16
343,0,8,8093696,all_reduce,8,8,BF16
344,0,8,8126464,all_reduce,8,8,BF16
345,0,8,8159232,all_reduce,8,8,BF16
346,0,8,8192000,all_reduce,8,8,BF16
347,0,8,8224768,all_reduce,8,8,BF16
348,0,8,8257536,all_reduce,8,8,BF16
349,0,8,8290304,all_reduce,8,8,BF16
350,0,8,8323072,all_reduce,8,8,BF16
351,0,8,8355840,all_reduce,8,8,BF16
352,0,8,8388608,all_reduce,8,8,BF16
353,0,8,8421376,all_reduce,8,8,BF16
354,0,8,8454144,all_reduce,8,8,BF16
355,0,8,8486912,all_reduce,8,8,BF16
356,0,8,8519680,all_reduce,8,8,BF16
357,0,8,8552448,all_reduce,8,8,BF16
358,0,8,8585216,all_reduce,8,8,BF16
359,0,8,8617984,all_reduce,8,8,BF16
360,0,8,8650752,all_reduce,8,8,BF16
361,0,8,8683520,all_reduce,8,8,BF16
362,0,8,8716288,all_reduce,8,8,BF16
363,0,8,8749056,all_reduce,8,8,BF16
364,0,8,8781824,all_reduce,8,8,BF16
365,0,8,8814592,all_reduce,8,8,BF16
366,0,8,8847360,all_reduce,8,8,BF16
