time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_input_reshape.count,time_stats.attn_kv_cache_save.min,time_stats.attn_kv_cache_save.max,time_stats.attn_kv_cache_save.mean,time_stats.attn_kv_cache_save.median,time_stats.attn_kv_cache_save.std,time_stats.attn_kv_cache_save.count,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_prefill.count,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,time_stats.attn_decode.count,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,time_stats.attn_output_reshape.count,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend,is_mixed_batch,mode,seq_lens,total_tokens,max_seq_len,min_seq_len,avg_seq_len,equal_seq_len,seq_len_variance,seq_len_std,seq_len_cv,is_chunked_prefill_sample,chunk_start_token,chunk_end_token,total_prefill_tokens,profiling_precision,measurement_type,model_arch,model_architecture_profile,quant_signature
0.0014720000326633453,0.01244799979031086,0.003679999988526106,0.0015040000434964895,0.004384023258510729,5,0.07052800059318542,0.08265600353479385,0.0733568012714386,0.07132799923419952,0.004660220749526223,5,1.425279974937439,1.4303359985351562,1.4282623767852782,1.429311990737915,0.0018581452600980519,5,0.0013760000001639128,0.001408000010997057,0.0013824000023305416,0.0013760000001639128,1.2800004333257677e-05,5,0.0014400000218302011,0.0015040000434964895,0.001491200039163232,0.0015040000434964895,2.560000866651535e-05,5,2048,32,4,1,1,9216,1,8192,0,True,FLASHINFER,False,even,[8192],8192,8192,8192,8192.0,8192,0.0,0.0,0.0,False,0,8192,8192,BF16,CUDA_EVENT,generic,generic,none
0.010623999871313572,0.01190400030463934,0.010950400121510028,0.010688000358641148,0.0004884169827760601,5,0.01974399946630001,0.021824000403285027,0.020556799694895746,0.019999999552965164,0.0008788298722599387,5,0.04371200129389763,0.11123199760913849,0.058559998869895935,0.044863998889923096,0.026393990405536385,5,0.008128000423312187,0.009184000082314014,0.008383999951183796,0.008191999979317188,0.00040223380273021297,5,0.00940799992531538,0.010912000201642513,0.010035200044512749,0.0098879998549819,0.0004914267732277336,5,2048,32,4,1,1,9216,1,32,0,True,FLASHINFER,False,even,[32],32,32,32,32.0,32,0.0,0.0,0.0,False,0,32,32,BF16,CUDA_EVENT,generic,generic,none
0.010751999914646149,0.012384000234305859,0.011212800070643425,0.01104000024497509,0.0005961284201595208,5,0.019711999222636223,0.02364799939095974,0.02088959962129593,0.02038400061428547,0.001403396036657775,5,0.0432640016078949,0.04787199944257736,0.04482560083270073,0.04399999976158142,0.001769388216340932,5,0.007679999805986881,0.008608000352978706,0.008179199881851673,0.008383999578654766,0.0004140756499762614,5,0.009216000325977802,0.009983999654650688,0.009606399945914746,0.009664000011980534,0.00032407005636829375,5,2048,32,4,1,1,9216,1,64,0,True,FLASHINFER,False,even,[64],64,64,64,64.0,64,0.0,0.0,0.0,False,0,64,64,BF16,CUDA_EVENT,generic,generic,none
0.010463999584317207,0.012575999833643436,0.011308800056576728,0.011168000288307667,0.0007536254642886498,5,0.01945599913597107,0.02160000056028366,0.020147199928760528,0.01974399946630001,0.000795147345095826,5,0.04294399917125702,0.05318399891257286,0.045529600232839584,0.043296001851558685,0.0038888301337324065,5,0.007648000027984381,0.007840000092983246,0.007782400026917458,0.007807999849319458,7.12673912437936e-05,5,0.00902399979531765,0.0098879998549819,0.009491199813783168,0.009375999681651592,0.00033292300037768795,5,2048,32,4,1,1,9216,1,96,0,True,FLASHINFER,False,even,[96],96,96,96,96.0,96,0.0,0.0,0.0,False,0,96,96,BF16,CUDA_EVENT,generic,generic,none
0.010400000028312206,0.011103999800980091,0.010809599980711937,0.010847999714314938,0.00023549911558837268,5,0.01945599913597107,0.020959999412298203,0.01992959976196289,0.019648000597953796,0.0005413202740060974,5,0.04412800073623657,0.04927999898791313,0.045497599989175797,0.044415999203920364,0.0019279192963263755,5,0.007424000184983015,0.008960000239312649,0.008115200139582158,0.00800000037997961,0.0005310843070173364,5,0.00940799992531538,0.010111999697983265,0.009606399945914746,0.009472000412642956,0.0002657347666716173,5,2048,32,4,1,1,9216,1,128,0,True,FLASHINFER,False,even,[128],128,128,128,128.0,128,0.0,0.0,0.0,False,0,128,128,BF16,CUDA_EVENT,generic,generic,none
0.01017600018531084,0.011392000131309032,0.010553600080311299,0.010304000228643417,0.0004454326338368029,5,0.019360000267624855,0.024224000051617622,0.02049280032515526,0.019648000597953796,0.0018754947301838577,5,0.04342399910092354,0.04934399947524071,0.04510719925165176,0.043487999588251114,0.0023151375869224877,5,0.007552000228315592,0.008191999979317188,0.007923200074583293,0.007968000136315823,0.00020895774857006532,5,0.00902399979531765,0.010048000141978264,0.009593600034713745,0.009664000011980534,0.00033156707311151197,5,2048,32,4,1,1,9216,1,160,0,True,FLASHINFER,False,even,[160],160,160,160,160.0,160,0.0,0.0,0.0,False,0,160,160,BF16,CUDA_EVENT,generic,generic,none
0.010111999697983265,0.011103999800980091,0.010553599707782269,0.010463999584317207,0.0004193832100006504,5,0.018848000094294548,0.022624000906944275,0.02062720023095608,0.020608000457286835,0.001288706680725684,5,0.04291199892759323,0.056095998734235764,0.04618879929184914,0.04358400031924248,0.005004316899619346,5,0.007424000184983015,0.008224000222980976,0.007756800204515457,0.0077760000713169575,0.00028807112123090274,5,0.009440000168979168,0.010143999941647053,0.009721599891781807,0.009727999567985535,0.00023723194525738573,5,2048,32,4,1,1,9216,1,192,0,True,FLASHINFER,False,even,[192],192,192,192,192.0,192,0.0,0.0,0.0,False,0,192,192,BF16,CUDA_EVENT,generic,generic,none
0.010304000228643417,0.011231999844312668,0.01063039992004633,0.010528000071644783,0.0003407060604850428,5,0.019200000911951065,0.020735999569296837,0.0197248000651598,0.01958400011062622,0.0005283777651014667,5,0.04217600077390671,0.05398400127887726,0.04556800052523613,0.04364800080657005,0.00427388755127213,5,0.007424000184983015,0.008063999935984612,0.0077759999781847,0.007807999849319458,0.0002063937238327215,5,0.009216000325977802,0.009759999811649323,0.009472000040113926,0.009472000412642956,0.0001798842859838591,5,2048,32,4,1,1,9216,1,224,0,True,FLASHINFER,False,even,[224],224,224,224,224.0,224,0.0,0.0,0.0,False,0,224,224,BF16,CUDA_EVENT,generic,generic,none
0.009983999654650688,0.011359999887645245,0.01055999994277954,0.010528000071644783,0.00048106549208919364,5,0.018688000738620758,0.021088000386953354,0.019724800437688827,0.019360000267624855,0.0008262199199289631,5,0.042367998510599136,0.04668800160288811,0.04404479935765267,0.043327998369932175,0.0015496205459314633,5,0.007584000006318092,0.008352000266313553,0.00789759997278452,0.007807999849319458,0.00027852882371321005,5,0.009344000369310379,0.009824000298976898,0.00963200032711029,0.009696000255644321,0.00016063868671455965,5,2048,32,4,1,1,9216,1,256,0,True,FLASHINFER,False,even,[256],256,256,256,256.0,256,0.0,0.0,0.0,False,0,256,256,BF16,CUDA_EVENT,generic,generic,none
0.010495999827980995,0.011392000131309032,0.010899199917912484,0.010912000201642513,0.0003197439572952543,5,0.01929599978029728,0.10236799716949463,0.036486399546265605,0.02051199972629547,0.03294478691499623,5,0.044256001710891724,0.06729599833488464,0.04995839968323708,0.046431999653577805,0.008744104477734651,5,0.007648000027984381,0.008063999935984612,0.007827199902385474,0.007712000049650669,0.0001816968240258257,5,0.009344000369310379,0.010879999957978725,0.009926400147378445,0.009855999611318111,0.0005447146937380201,5,2048,32,4,1,1,9216,1,288,0,True,FLASHINFER,False,even,[288],288,288,288,288.0,288,0.0,0.0,0.0,False,0,288,288,BF16,CUDA_EVENT,generic,generic,none
