time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_input_reshape.count,time_stats.attn_kv_cache_save.min,time_stats.attn_kv_cache_save.max,time_stats.attn_kv_cache_save.mean,time_stats.attn_kv_cache_save.median,time_stats.attn_kv_cache_save.std,time_stats.attn_kv_cache_save.count,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_prefill.count,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,time_stats.attn_decode.count,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,time_stats.attn_output_reshape.count,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend,is_mixed_batch,mode,seq_lens,total_tokens,max_seq_len,min_seq_len,avg_seq_len,equal_seq_len,seq_len_variance,seq_len_std,seq_len_cv,is_chunked_prefill_sample,chunk_start_token,chunk_end_token,total_prefill_tokens,profiling_precision,measurement_type,model_arch,model_architecture_profile,quant_signature
0.004559999797493219,0.007360000163316727,0.005583999957889318,0.004679999779909849,0.001206542255428791,5,0.014120000414550304,0.02703999914228916,0.016919999942183496,0.014360000379383564,0.005068048531728224,5,0.20015999674797058,0.24668000638484955,0.21922400295734407,0.2205599993467331,0.016783147919899086,5,0.004639999940991402,0.004718999844044447,0.00467179985716939,0.004679999779909849,2.961346168470925e-05,5,0.004600000102072954,0.004720000084489584,0.004656000062823296,0.004639999940991402,5.425864106902378e-05,5,1024,16,8,16,1,256,1,256,0,True,TORCH_SDPA,False,even,[256],256,256,256,256.0,256,0.0,0.0,0.0,False,0,256,256,BF16,CUDA_EVENT,generic,generic,none
0.004600000102072954,0.006320000160485506,0.005296000093221664,0.005200000014156103,0.000577220959401269,5,0.012640000320971012,0.01868000067770481,0.014280000329017639,0.012839999981224537,0.002301026040161764,5,0.03384000062942505,0.054919999092817307,0.04599199965596199,0.044679999351501465,0.0075308601313904605,5,0.004600000102072954,0.005840000230818987,0.004904000088572502,0.004639999940991402,0.0004730159373476744,5,0.004639999940991402,0.00559999980032444,0.004871999938040971,0.004720000084489584,0.00036695497148946544,5,1024,16,8,16,1,256,1,1,0,True,TORCH_SDPA,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,1,1,BF16,CUDA_EVENT,generic,generic,none
0.00443999981507659,0.005640000104904175,0.004743999987840653,0.004559999797493219,0.0004515573678656501,5,0.01711999997496605,0.025040000677108765,0.019776000082492827,0.018319999799132347,0.0028368549481198103,5,0.18704000115394592,0.2242400050163269,0.19728000164031984,0.1913599967956543,0.01366300858671334,5,0.004559999797493219,0.0047599999234080315,0.004639999940991402,0.004600000102072954,7.155414744125801e-05,5,0.004639999940991402,0.005439999978989363,0.0049600000493228436,0.004920000210404396,0.0002641211785167903,5,1024,16,8,16,1,256,1,2,0,True,TORCH_SDPA,False,even,[2],2,2,2,2.0,2,0.0,0.0,0.0,False,0,2,2,BF16,CUDA_EVENT,generic,generic,none
0.004519999958574772,0.005960000213235617,0.004872000031173229,0.004600000102072954,0.0005463479599345856,5,0.01735999993979931,0.020919999107718468,0.018487999960780144,0.018200000748038292,0.0012708167065087683,5,0.18299999833106995,0.2499600052833557,0.20248779952526091,0.19395999610424042,0.024086360174732868,5,0.004639999940991402,0.004920000210404396,0.004743999987840653,0.004720000084489584,9.666447951687383e-05,5,0.004480000119656324,0.00547999981790781,0.004975999984890222,0.004999999888241291,0.00034091635043302453,5,1024,16,8,16,1,256,1,4,0,True,TORCH_SDPA,False,even,[4],4,4,4,4.0,4,0.0,0.0,0.0,False,0,4,4,BF16,CUDA_EVENT,generic,generic,none
0.004480000119656324,0.005840000230818987,0.004888000059872865,0.004559999797493219,0.0005174708810727281,5,0.016839999705553055,0.02459999918937683,0.01882399953901768,0.0175199992954731,0.00291869542904732,5,0.18644000589847565,0.20904000103473663,0.19539180099964143,0.19327999651432037,0.007942797153345789,5,0.004600000102072954,0.00559999980032444,0.004832000005990267,0.004639999940991402,0.00038649181163598914,5,0.004639999940991402,0.00535999983549118,0.005023999884724617,0.005239999853074551,0.0003165816966104335,5,1024,16,8,16,1,256,1,5,0,True,TORCH_SDPA,False,even,[5],5,5,5,5.0,5,0.0,0.0,0.0,False,0,5,5,BF16,CUDA_EVENT,generic,generic,none
0.004480000119656324,0.00559999980032444,0.004911999963223934,0.004720000084489584,0.0004377395402550989,5,0.01720000058412552,0.02404000051319599,0.019056000187993048,0.017680000513792038,0.0025528150611901484,5,0.18556000292301178,0.20472000539302826,0.19354380369186402,0.19019900262355804,0.007949548998907974,5,0.004559999797493219,0.007120000198483467,0.005176000017672777,0.004720000084489584,0.0009783578979393416,5,0.004480000119656324,0.00559999980032444,0.004919999931007624,0.004600000102072954,0.0004651020444707187,5,1024,16,8,16,1,256,1,8,0,True,TORCH_SDPA,False,even,[8],8,8,8,8.0,8,0.0,0.0,0.0,False,0,8,8,BF16,CUDA_EVENT,generic,generic,none
0.004519999958574772,0.005919999908655882,0.004839999973773957,0.004600000102072954,0.0005408141722667187,5,0.017680000513792038,0.021159999072551727,0.01871199980378151,0.018079999834299088,0.0012553624886377556,5,0.18432000279426575,0.21991999447345734,0.19513579905033113,0.189520001411438,0.013058205317958937,5,0.004639999940991402,0.004800000227987766,0.00470399996265769,0.004679999779909849,5.425877838511549e-05,5,0.004559999797493219,0.005200000014156103,0.004903999902307987,0.004879999905824661,0.00026241961024525055,5,1024,16,8,16,1,256,1,16,0,True,TORCH_SDPA,False,even,[16],16,16,16,16.0,16,0.0,0.0,0.0,False,0,16,16,BF16,CUDA_EVENT,generic,generic,none
0.004519999958574772,0.005679999943822622,0.0049600000493228436,0.004600000102072954,0.00048265928600538943,5,0.017319999635219574,0.024080000817775726,0.01971200034022331,0.017960000783205032,0.002589999397160711,5,0.1836400032043457,0.2128800004720688,0.19446380138397218,0.19380000233650208,0.010179270485627858,5,0.004600000102072954,0.005640000104904175,0.004839999973773957,0.004679999779909849,0.00040159686520551064,5,0.004519999958574772,0.005640000104904175,0.0050720000639557835,0.005040000192821026,0.00036256865422695496,5,1024,16,8,16,1,256,1,32,0,True,TORCH_SDPA,False,even,[32],32,32,32,32.0,32,0.0,0.0,0.0,False,0,32,32,BF16,CUDA_EVENT,generic,generic,none
0.004559999797493219,0.005760000087320805,0.0049519998952746395,0.004679999779909849,0.00044857115666686984,5,0.017960000783205032,0.024000000208616257,0.02040800005197525,0.018959999084472656,0.0025822038233116484,5,0.18191899359226227,0.20720000565052032,0.19303179979324342,0.19247999787330627,0.009090810926671754,5,0.004600000102072954,0.00559999980032444,0.004871999938040971,0.004679999779909849,0.0003730093192823458,5,0.00443999981507659,0.0061599998734891415,0.005095999967306852,0.005080000031739473,0.0006312400214556738,5,1024,16,8,16,1,256,1,64,0,True,TORCH_SDPA,False,even,[64],64,64,64,64.0,64,0.0,0.0,0.0,False,0,64,64,BF16,CUDA_EVENT,generic,generic,none
0.004480000119656324,0.00571999978274107,0.004967999923974275,0.004559999797493219,0.0005368947796683148,5,0.017160000279545784,0.02459999918937683,0.01926399990916252,0.018479999154806137,0.0027287619547958003,5,0.1846799999475479,0.20880000293254852,0.19286380112171173,0.19099999964237213,0.008623801525689269,5,0.004600000102072954,0.005640000104904175,0.004872000031173229,0.004720000084489584,0.00038649195043368123,5,0.004480000119656324,0.0055599999614059925,0.005032000038772822,0.005280000157654285,0.00045984337884161783,5,1024,16,8,16,1,256,1,96,0,True,TORCH_SDPA,False,even,[96],96,96,96,96.0,96,0.0,0.0,0.0,False,0,96,96,BF16,CUDA_EVENT,generic,generic,none
