time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.emb.count,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.input_layernorm.count,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_pre_proj.count,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_rope.count,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.attn_post_proj.count,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.post_attention_layernorm.count,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_up_proj.count,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_act.count,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.mlp_down_proj.count,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,use_qk_norm,attn_output_gate,num_tokens,num_tensor_parallel_workers,padded_n_embd,padded_n_expanded_embd,model_arch,model_architecture_profile,share_expert_dim,share_q_dim,measurement_type,profiling_precision,quant_signature
0.0073600001633167,0.0296379998326301,0.0141888999380171,0.0150399999693036,0.0047393063892996,40.0,0.064240001142025,0.1183200031518936,0.0760779496282339,0.0700200013816356,0.0165992695314982,20.0,0.1448799967765808,0.2762399911880493,0.1635579489171505,0.1539999991655349,0.0294527967113492,20.0,0.0139600001275539,0.0291600003838539,0.0172060002572834,0.0160800004377961,0.0038966299512538,20.0,0.0346000008285045,0.0719999969005584,0.0382840000092983,0.0363000016659498,0.0078494008006862,20.0,0.061719998717308,0.0868000015616417,0.0680900013074278,0.068400003015995,0.0053667255736264,20.0,0.033840000629425,0.0396800003945827,0.0362620001658797,0.0364000014960765,0.001280217322359,20.0,0.0129199996590614,0.0208000000566244,0.0153379500377923,0.0146200000308454,0.0023614144431429,20.0,0.0280399993062019,0.06700000166893,0.0331279498524963,0.0314399991184473,0.007850026674743,20.0,16,8,1024,3072,151936,True,True,False,160,1,1024,3072,generic,generic,,,CUDA_EVENT,BF16,none
0.0079199997708201,0.0393199995160102,0.0146169999847188,0.0151599999517202,0.0056585996131045,40.0,0.0639199987053871,0.1128799989819526,0.0720399487763643,0.0674199983477592,0.0116850846371242,20.0,0.1435199975967407,0.2929199934005737,0.1643159002065658,0.1556200012564659,0.0321812581162455,20.0,0.012360000051558,0.0271600000560283,0.0162999999243766,0.0158199993893504,0.0029565250457206,20.0,0.0333199985325336,0.0790399983525276,0.0381759501993656,0.0357799995690584,0.0094795539425562,20.0,0.063239999115467,0.0773999989032745,0.0677999503910541,0.0669200010597705,0.0034413796934228,20.0,0.0348789989948272,0.0383599996566772,0.0365519000217318,0.0363795012235641,0.0009497591543838,20.0,0.0078800003975629,0.0185599997639656,0.0133019499480724,0.0126994997262954,0.0024975679180343,20.0,0.0308800004422664,0.0791200026869773,0.0343539503403007,0.0318400003015995,0.01032771816936,20.0,16,8,1024,3072,151936,True,True,False,155,1,1024,3072,generic,generic,,,CUDA_EVENT,BF16,none
0.0076000001281499,0.0294799990952014,0.0143900000024586,0.014740000013262,0.0047270179495867,40.0,0.0646800026297569,0.1165599972009658,0.0740520000457763,0.069420002400875,0.0143022064768979,20.0,0.1477999985218048,0.2696000039577484,0.1659817487001419,0.154399998486042,0.0307292311407693,20.0,0.0142400003969669,0.0306000001728534,0.0168179501313716,0.0160599993541836,0.0032773901298781,20.0,0.0342799983918666,0.0840800032019615,0.0388979500159621,0.035980001091957,0.0105168655292232,20.0,0.063120000064373,0.0804399996995925,0.0680820003151893,0.0670400001108646,0.0038453396883774,20.0,0.0307999998331069,0.0415199995040893,0.0362040001899004,0.0362800005823373,0.0019190790497419,20.0,0.0119599997997283,0.0225600004196167,0.0142620000522583,0.0132999997586011,0.002689608959725,20.0,0.0304799992591142,0.0666389986872673,0.0339479500427842,0.0316799990832805,0.0076874405635255,20.0,16,8,1024,3072,151936,True,True,False,150,1,1024,3072,generic,generic,,,CUDA_EVENT,BF16,none
0.0062799998559057,0.0284000001847744,0.014131999912206,0.0150399999693036,0.0048039666542073,40.0,0.0644000023603439,0.1329199969768524,0.0733819495886564,0.0676600001752376,0.0167609142370474,20.0,0.1464399993419647,0.2779589891433716,0.1623458497226238,0.1548000052571296,0.0281798269297613,20.0,0.0133600002154707,0.0268399994820356,0.0163779999129474,0.0158999999985098,0.002746094551824,20.0,0.0325599983334541,0.0775199979543685,0.0379459995776414,0.0355799999088048,0.0094375270196434,20.0,0.0627999976277351,0.0809599980711937,0.0674519006162881,0.0662600025534629,0.0039809108425862,20.0,0.032600000500679,0.0416000001132488,0.0363699501380324,0.0362999998033046,0.0015854704251467,20.0,0.0117600001394748,0.0182000007480382,0.0140579500235617,0.013499999884516,0.0019938489769051,20.0,0.0285199992358684,0.0831599980592727,0.0339278997853398,0.031539998948574,0.0113313929086349,20.0,16,8,1024,3072,151936,True,True,False,145,1,1024,3072,generic,generic,,,CUDA_EVENT,BF16,none
0.0093200001865625,0.032159999012947,0.0142079998739063,0.0149999996647238,0.0045213200120464,40.0,0.0640399977564811,0.1180799975991249,0.0731619499623775,0.0683399997651577,0.0141146262422536,20.0,0.1436000019311905,0.2926790118217468,0.1625658996403217,0.1540199965238571,0.0309634178537359,20.0,0.013880000449717,0.0293199997395277,0.0168720000423491,0.0159400003030896,0.0031935583996244,20.0,0.0344789996743202,0.0823199972510337,0.0387779498472809,0.0358399990946054,0.010285407910675,20.0,0.060759998857975,0.0863199979066848,0.0675059497356414,0.0659600012004375,0.0056029702036559,20.0,0.034680001437664,0.0425999984145164,0.0367098998278379,0.0361394993960857,0.0018628754343915,20.0,0.0081599997356534,0.0175999999046325,0.0132599999196827,0.0130600002594292,0.0022907291623245,20.0,0.0303600002080202,0.0585599988698959,0.0333919997327029,0.0319999996572732,0.0058864125882524,20.0,16,8,1024,3072,151936,True,True,False,140,1,1024,3072,generic,generic,,,CUDA_EVENT,BF16,none
0.0077200001105666,0.0267200004309415,0.0141109999734908,0.0146200000308454,0.0041059419797788,40.0,0.0648399963974952,0.1207199990749359,0.0726699985563755,0.0670799985527992,0.0138728676528549,20.0,0.1436800062656402,0.2773999869823456,0.1627577506005764,0.1538589969277382,0.0284244496189094,20.0,0.0126799996942281,0.0258799996227026,0.0163639998529106,0.0160199999809265,0.0025521096112319,20.0,0.0343200005590915,0.0870390012860298,0.0394038999453187,0.0357799995690584,0.0112589409095978,20.0,0.0614800006151199,0.0840800032019615,0.0663119506090879,0.0654794983565807,0.0045005815131512,20.0,0.0347589999437332,0.0453200004994869,0.0373879497870802,0.0363400001078844,0.0027392481436331,20.0,0.0102399997413158,0.0228400006890296,0.0140880000777542,0.0130400001071393,0.0030607346474012,20.0,0.0277200005948543,0.0582000017166137,0.0328479502350091,0.0314400009810924,0.00596635677864,20.0,16,8,1024,3072,151936,True,True,False,135,1,1024,3072,generic,generic,,,CUDA_EVENT,BF16,none
0.0066800001077353,0.0263199992477893,0.0138219750369898,0.0151200001128017,0.0043836074671219,40.0,0.0628800019621849,0.1211600005626678,0.072223800048232,0.0681600011885166,0.012979287626483,20.0,0.1466390043497085,0.3048799932003021,0.1630438990890979,0.1539994999766349,0.0338840379358311,20.0,0.0150399999693036,0.0300399996340274,0.0176960000302642,0.0168800000101327,0.0032287557588906,20.0,0.0320000015199184,0.0710000023245811,0.0371179999783635,0.0352999996393919,0.0078813047466903,20.0,0.0611989982426166,0.1048400029540062,0.0686439499258995,0.0669999979436397,0.0089049884285441,20.0,0.0339599996805191,0.0427200011909008,0.0360239502042532,0.0355600006878376,0.0019248408440366,20.0,0.0104400003328919,0.0182399991899728,0.0139780000317841,0.0128999999724328,0.0021214888689098,20.0,0.0301200002431869,0.0702399984002113,0.0340979997999966,0.0316199995577335,0.0086398189044603,20.0,16,8,1024,3072,151936,True,True,False,130,1,1024,3072,generic,generic,,,CUDA_EVENT,BF16,none
0.0068799997679889,0.0260400008410215,0.0135489749722182,0.0137399998493492,0.0040827016664646,40.0,0.0608000010251998,0.1129200011491775,0.0716519007459282,0.0673000030219554,0.0141270564282196,20.0,0.1419200003147125,0.2800399959087372,0.1617959514260292,0.152879998087883,0.0301731248495164,20.0,0.013039999641478,0.0271600000560283,0.0164479999803006,0.0154800000600516,0.0030223064331244,20.0,0.0171600002795457,0.0284400004893541,0.0196020001545548,0.0188199998810887,0.0025301217358316,20.0,0.0541599988937377,0.0901999995112419,0.0642759500071406,0.0620399974286556,0.007302658961044,20.0,0.0364000014960765,0.0409599989652633,0.0386140003800392,0.0383000001311302,0.0011940703618333,20.0,0.0106800002977252,0.0213600005954504,0.0155139501206576,0.0147000001743435,0.0028323438612343,20.0,0.0292799994349479,0.0687600001692771,0.0340739998966455,0.032379999756813,0.0080330047427021,20.0,16,8,1024,3072,151936,True,True,False,125,1,1024,3072,generic,generic,,,CUDA_EVENT,BF16,none
0.0082400003448128,0.0403200015425682,0.0141989750787615,0.0149799999780952,0.0053847353086393,40.0,0.0631600022315979,0.1101199984550476,0.0723259005695581,0.068800002336502,0.0120663075511618,20.0,0.1460389941930771,0.2659600079059601,0.1621738515794277,0.1539399996399879,0.0260039934879144,20.0,0.0140800001099705,0.0308400001376867,0.017045999970287,0.0159200001507997,0.0039575400259963,20.0,0.0162400007247924,0.0301200002431869,0.019188000075519,0.0186000000685453,0.0026968752038368,20.0,0.0538799986243248,0.0928400009870529,0.063905949704349,0.0630399994552135,0.0071997121591032,20.0,0.0364000014960765,0.0480000004172325,0.0391160000115633,0.0382199995219707,0.002556337876796,20.0,0.0121999997645616,0.0193199999630451,0.0153179999440908,0.0146599998697638,0.0019201864062402,20.0,0.0306000001728534,0.0551600009202957,0.0336059505119919,0.0323400013148784,0.0050609727176371,20.0,16,8,1024,3072,151936,True,True,False,120,1,1024,3072,generic,generic,,,CUDA_EVENT,BF16,none
0.0062799998559057,0.0291600003838539,0.0140349999885074,0.0147000001743435,0.0049932930376502,40.0,0.064079001545906,0.1203600019216537,0.0724458996206522,0.0685600005090236,0.0124274797997542,20.0,0.1445599943399429,0.2717199921607971,0.1625379472970962,0.1530199944972992,0.0277223468051526,20.0,0.0131599996238946,0.0267999991774559,0.0162459999322891,0.0156800001859664,0.0027073017713282,20.0,0.018079999834299,0.0273199994117021,0.019193949829787,0.0187999997287988,0.0019346066658431,20.0,0.0593199990689754,0.0901990011334419,0.0641439007595181,0.0621199999004602,0.0064521846661708,20.0,0.0358799993991851,0.0463600009679794,0.0390619000419974,0.0382400006055831,0.0024951265642454,20.0,0.0120400004088878,0.0212399996817111,0.0153520000167191,0.0147600001655519,0.0023759999226227,20.0,0.0268399994820356,0.0703999996185302,0.0338639500550925,0.0318999998271465,0.0086340427423288,20.0,16,8,1024,3072,151936,True,True,False,115,1,1024,3072,generic,generic,,,CUDA_EVENT,BF16,none
