time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_input_reshape.count,time_stats.attn_kv_cache_save.min,time_stats.attn_kv_cache_save.max,time_stats.attn_kv_cache_save.mean,time_stats.attn_kv_cache_save.median,time_stats.attn_kv_cache_save.std,time_stats.attn_kv_cache_save.count,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_prefill.count,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,time_stats.attn_decode.count,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,time_stats.attn_output_reshape.count,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,attention_backend,prefill_seq_lens,prefill_kv_cache_sizes,decode_kv_cache_sizes,num_prefill_seqs,num_decode_seqs,decode_batch_size,total_batch_size,total_prefill_tokens,total_decode_tokens,total_tokens,decode_avg_kv_cache_size,batch_composition_ratio,mode,is_true_mixed_batch,is_mixed_batch,is_prefill,batch_size,prefill_chunk_size,kv_cache_size,is_chunked_prefill_sample,chunk_start_token,chunk_end_token,profiling_precision,measurement_type,model_arch,model_architecture_profile,quant_signature
0.009952000342309475,0.011744000017642975,0.010463999956846238,0.010111999697983265,0.0006629485333169342,5,0.018624000251293182,0.022272000089287758,0.019776000082492827,0.01929599978029728,0.0012807997020942504,5,0.04358400031924248,0.054207999259233475,0.046291199326515195,0.04460800066590309,0.003979215043289419,5,0.03638400137424469,0.04025600105524063,0.03796480074524879,0.03734400123357773,0.0013878708281613037,5,0.00902399979531765,0.009824000298976898,0.009420800022780895,0.009440000168979168,0.00026044160071563065,5,2048,32,4,32,1,9216,FLASHINFER,[64],[0],[128],1,1,1,2,64,1,65,128,0.5,true_mixed,True,False,True,2,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.009664000011980534,0.012223999947309494,0.010265599936246872,0.009824000298976898,0.000982228007050334,5,0.018592000007629395,0.022016000002622604,0.019545599818229675,0.01897599920630455,0.0012492958418304037,5,0.04364800080657005,0.05011200159788132,0.04538240134716034,0.04374400153756142,0.0024879790632819456,5,0.03673600032925606,0.0387520007789135,0.037459200620651244,0.036928001791238785,0.0008119678069181273,5,0.008895999751985073,0.00979200005531311,0.009337599761784077,0.009151999838650227,0.0003565667870549749,5,2048,32,4,32,1,9216,FLASHINFER,[64],[0],[256],1,1,1,2,64,1,65,256,0.5,true_mixed,True,False,True,2,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.0098879998549819,0.011392000131309032,0.010547200031578541,0.01056000031530857,0.0005201748231543943,5,0.019231999292969704,0.02175999991595745,0.020127999782562255,0.019936000928282738,0.0008593655098306373,5,0.04399999976158142,0.0514880008995533,0.04622720032930374,0.044895999133586884,0.0027253485682643785,5,0.037151999771595,0.040800001472234726,0.03852799981832504,0.03766399994492531,0.001411777420815045,5,0.009472000412642956,0.010080000385642052,0.009708800353109837,0.009568000212311745,0.0002564795516830224,5,2048,32,4,32,1,9216,FLASHINFER,[64],[0],[512],1,1,1,2,64,1,65,512,0.5,true_mixed,True,False,True,2,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.0098879998549819,0.012703999876976013,0.010764800012111664,0.010432000271975994,0.0009907811449574838,5,0.018719999119639397,0.021663999184966087,0.01953279934823513,0.01897599920630455,0.001098042978274868,5,0.043168000876903534,0.04873599857091904,0.04449920058250427,0.04358400031924248,0.0021302089915153834,5,0.036288000643253326,0.03923200070858002,0.03750400021672249,0.036639999598264694,0.001241831377165217,5,0.008671999908983707,0.009855999611318111,0.009241599962115288,0.009151999838650227,0.0003931704045855798,5,2048,32,4,32,1,9216,FLASHINFER,[64],[0],[1024],1,1,1,2,64,1,65,1024,0.5,true_mixed,True,False,True,2,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.009535999968647957,0.011008000001311302,0.01004799995571375,0.009983999654650688,0.0005277574502771315,5,0.018912000581622124,0.02067199908196926,0.0194303996860981,0.019071999937295914,0.0006562415738237782,5,0.04291199892759323,0.04819199815392494,0.04478079974651337,0.044224001467227936,0.0019126893068023233,5,0.0360959991812706,0.039103999733924866,0.03698559924960136,0.03651199862360954,0.0011126434509960322,5,0.008991999551653862,0.009472000412642956,0.009145599976181983,0.009088000282645226,0.0001686010606706611,5,2048,32,4,32,1,9216,FLASHINFER,[64],[0],[2048],1,1,1,2,64,1,65,2048,0.5,true_mixed,True,False,True,2,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.009568000212311745,0.011839999817311764,0.010470400005578995,0.010400000028312206,0.0007773825524530699,5,0.019231999292969704,0.02099199965596199,0.019750399515032768,0.019519999623298645,0.0006531137681165718,5,0.04294399917125702,0.047968000173568726,0.04423040002584457,0.04339199885725975,0.001890807583493157,5,0.03596799820661545,0.03907199949026108,0.03672959953546524,0.03625600039958954,0.0011772173980457315,5,0.008832000195980072,0.009472000412642956,0.00912640020251274,0.009184000082314014,0.00025711760365845505,5,2048,32,4,32,1,9216,FLASHINFER,[64],[0],"[128, 128]",1,2,2,3,64,2,66,128,0.3333333333333333,true_mixed,True,False,True,3,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.009472000412642956,0.010784000158309937,0.010144000127911567,0.010111999697983265,0.00044616763213815733,5,0.018688000738620758,0.025919999927282333,0.020665600150823592,0.01929599978029728,0.0026815463994984442,5,0.043487999588251114,0.04739199951291084,0.04479999989271164,0.04435199871659279,0.0013481078736744994,5,0.03657599911093712,0.03791999816894531,0.03745279982686043,0.03766399994492531,0.0004897569255363322,5,0.009344000369310379,0.009727999567985535,0.009561599977314473,0.009600000455975533,0.00013022052801467908,5,2048,32,4,32,1,9216,FLASHINFER,[64],[0],"[256, 256]",1,2,2,3,64,2,66,256,0.3333333333333333,true_mixed,True,False,True,3,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.009503999724984169,0.012799999676644802,0.010515199787914754,0.010143999941647053,0.0011843631702775901,5,0.01881599985063076,0.022016000002622604,0.019782400131225585,0.01942400075495243,0.0011822516881524053,5,0.04416000097990036,0.05161599814891815,0.04588159993290901,0.044576000422239304,0.0028789606325316827,5,0.036479998379945755,0.039264000952243805,0.03719039931893349,0.036607999354600906,0.0010534571368159406,5,0.008960000239312649,0.0098879998549819,0.009427199885249139,0.009503999724984169,0.00037678546686010844,5,2048,32,4,32,1,9216,FLASHINFER,[64],[0],"[512, 512]",1,2,2,3,64,2,66,512,0.3333333333333333,true_mixed,True,False,True,3,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.009952000342309475,0.011359999887645245,0.010585599951446057,0.010367999784648418,0.00048631569065998495,5,0.01852799952030182,0.021088000386953354,0.019308800250291823,0.018880000337958336,0.0009324254121947208,5,0.0435199998319149,0.04831999912858009,0.04499199911952019,0.04444799944758415,0.0017295400317096678,5,0.035999998450279236,0.03763199970126152,0.036665599793195724,0.03651199862360954,0.000539045887587401,5,0.00863999966531992,0.010111999697983265,0.009363199956715107,0.009344000369310379,0.0004657511771898848,5,2048,32,4,32,1,9216,FLASHINFER,[64],[0],"[1024, 1024]",1,2,2,3,64,2,66,1024,0.3333333333333333,true_mixed,True,False,True,3,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.009727999567985535,0.011136000044643879,0.010099199786782264,0.00979200005531311,0.0005376001287784192,5,0.018783999606966972,0.021376000717282295,0.01942400000989437,0.019039999693632126,0.000983811730410091,5,0.04214400053024292,0.0498879998922348,0.04479999989271164,0.04399999976158142,0.0026448343081383586,5,0.036288000643253326,0.039744000881910324,0.03712640032172203,0.036479998379945755,0.0013237950845882346,5,0.008608000352978706,0.009472000412642956,0.009107200242578984,0.009056000038981438,0.0003216596918103477,5,2048,32,4,32,1,9216,FLASHINFER,[64],[0],"[2048, 2048]",1,2,2,3,64,2,66,2048,0.3333333333333333,true_mixed,True,False,True,3,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
